index,Month,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979
2621,MAY,2780,6123,4904,6726,7788,8850,9911,10974,12035,13098,14159,15222,16283,17346,18408,19468,20530,21593,22655,23718,24779,25841
2622,JUN,2782,6128,4908,6731,7794,8858,9920,10983,12046,13109,14171,15235,16298,17361,18424,19485,20548,21612,22675,23739,24801,25864
2623,JUL,2784,6133,4912,6737,7801,8865,9928,10993,12056,13121,14184,15248,16312,17376,18440,19502,20566,21631,22694,23760,24822,25887
2624,AUG,2786,6139,4916,6743,7808,8873,9937,11002,12067,13132,14196,15261,16326,17392,18456,19519,20584,21650,22714,23780,24844,25909
2625,SEP,2789,6144,4920,6749,7814,8881,9945,11012,12077,13143,14208,15275,16340,17407,18472,19536,20602,21669,22734,23801,24866,25932
2626,OCT,2791,6149,4924,6754,7821,8888,9954,11021,12087,13155,14221,15288,16354,17422,18488,19553,20620,21688,22754,23822,24888,25955
2627,NOV,2793,6154,4928,6760,7828,8896,9962,11031,12098,13166,14233,15301,16369,17437,18504,19570,20638,21707,22774,23843,24909,25977
2628,DEC,2795,6160,4932,6766,7835,8904,9971,11040,12108,13178,14245,15314,16383,17452,18520,19587,20656,21726,22794,23864,24931,26000
2629,JAN,2798,6165,4936,6772,7841,8911,9980,11050,12119,13189,14258,15328,16397,17467,18536,19604,20674,21745,22814,23884,24953,26023
2630,FEB,2800,6170,4940,6777,7848,8919,9988,11059,12129,13200,14270,15341,16411,17482,18552,19621,20692,21764,22833,23905,24975,26045
2631,MAR,2802,6176,4945,6783,7855,8926,9997,11069,12140,13212,14282,15354,16425,17498,18568,19638,20710,21782,22853,23926,24996,26068
2632,APR,2804,6181,4949,6789,7861,8934,10005,11078,12150,13223,14295,15368,16440,17513,18585,19655,20728,21801,22873,23947,25018,26091
2633,MAY,2806,6186,4953,6795,7868,8942,10014,11088,12161,13235,14307,15381,16454,17528,18601,19672,20746,21820,22893,23968,25040,26113
2634,JUN,2809,6191,4957,6800,7875,8949,10022,11097,12171,13246,14319,15394,16468,17543,18617,19689,20764,21839,22913,23988,25062,26136
2635,JUL,2811,6197,4961,6806,7881,8957,10031,11107,12182,13257,14332,15407,16482,17558,18633,19706,20782,21858,22933,24009,25083,26159
2636,AUG,2813,6202,4965,6812,7888,8965,10040,11116,12192,13269,14344,15421,16497,17573,18649,19723,20800,21877,22953,24030,25105,26181
2637,SEP,2815,6207,4969,6818,7895,8972,10048,11126,12202,13280,14356,15434,16511,17589,18665,19740,20818,21896,22973,24051,25127,26204
2638,OCT,2818,6213,4973,6823,7901,8980,10057,11135,12213,13292,14369,15447,16525,17604,18681,19757,20836,21915,22992,24072,25148,26227
2639,NOV,2820,6218,4977,6829,7908,8988,10065,11145,12223,13303,14381,15460,16539,17619,18697,19775,20854,21934,23012,24092,25170,26249
2640,DEC,2822,6223,4982,6835,7915,8995,10074,11154,12234,13314,14393,15474,16553,17634,18713,19792,20872,21953,23032,24113,25192,26272
2641,JAN,2824,6228,4986,6841,7922,9003,10082,11164,12244,13326,14406,15487,16568,17649,18729,19809,20890,21972,23052,24134,25214,26295
2642,FEB,2826,6234,4990,6846,7928,9010,10091,11173,12255,13337,14418,15500,16582,17664,18746,19826,20908,21991,23072,24155,25235,26317
2643,MAR,2829,6239,4994,6852,7935,9018,10100,11183,12265,13348,14430,15514,16596,17680,18762,19843,20926,22009,23092,24176,25257,26340
2644,APR,2831,6244,4998,6858,7942,9026,10108,11192,12276,13360,14443,15527,16610,17695,18778,19860,20944,22028,23112,24196,25279,26363
2645,MAY,2833,6250,5002,6864,7948,9033,10117,11202,12286,13371,14455,15540,16624,17710,18794,19877,20962,22047,23131,24217,25301,26386
2646,JUN,2835,6255,5006,6869,7955,9041,10125,11211,12296,13383,14467,15553,16639,17725,18810,19894,20980,22066,23151,24238,25322,26408
2647,JUL,2838,6260,5010,6875,7962,9049,10134,11221,12307,13394,14480,15567,16653,17740,18826,19911,20998,22085,23171,24259,25344,26431
2648,AUG,2840,6265,5014,6881,7968,9056,10142,11230,12317,13405,14492,15580,16667,17755,18842,19928,21016,22104,23191,24280,25366,26454
2649,SEP,2842,6271,5018,6887,7975,9064,10151,11240,12328,13417,14504,15593,16681,17770,18858,19945,21034,22123,23211,24300,25388,26476
2650,OCT,2844,6276,5023,6892,7982,9071,10160,11249,12338,13428,14517,15606,16696,17786,18874,19962,21052,22142,23231,24321,25409,26499
2651,NOV,2846,6281,5027,6898,7988,9079,10168,11259,12349,13440,14529,15620,16710,17801,18890,19979,21069,22161,23251,24342,25431,26522
2652,DEC,2849,6286,5031,6904,7995,9087,10177,11268,12359,13451,14541,15633,16724,17816,18907,19996,21087,22180,23270,24363,25453,26544
2653,JAN,2851,6292,5035,6910,8002,9094,10185,11278,12370,13462,14554,15646,16738,17831,18923,20013,21105,22199,23290,24384,25475,26567
2654,FEB,2853,6297,5039,6915,8009,9102,10194,11288,12380,13474,14566,15660,16752,17846,18939,20030,21123,22218,23310,24404,25496,26590
2655,MAR,2855,6302,5043,6921,8015,9110,10202,11297,12391,13485,14578,15673,16767,17861,18955,20047,21141,22237,23330,24425,25518,26612
2656,APR,2858,6308,5047,6927,8022,9117,10211,11307,12401,13497,14591,15686,16781,17877,18971,20064,21159,22255,23350,24446,25540,26635
2657,MAY,2860,6313,5051,6933,8029,9125,10220,11316,12411,13508,14603,15699,16795,17892,18987,20081,21177,22274,23370,24467,25562,26658
2658,JUN,2862,6318,5055,6938,8035,9133,10228,11326,12422,13519,14615,15713,16809,17907,19003,20098,21195,22293,23390,24488,25583,26680
2659,JUL,2864,6323,5060,6944,8042,9140,10237,11335,12432,13531,14628,15726,16824,17922,19019,20115,21213,22312,23409,24508,25605,26703
2660,AUG,2867,6329,5064,6950,8049,9148,10245,11345,12443,13542,14640,15739,16838,17937,19035,20132,21231,22331,23429,24529,25627,26726
2661,SEP,2869,6334,5068,6956,8055,9155,10254,11354,12453,13554,14652,15753,16852,17952,19051,20149,21249,22350,23449,24550,25648,26748
2662,OCT,2871,6339,5072,6961,8062,9163,10262,11364,12464,13565,14665,15766,16866,17967,19067,20166,21267,22369,23469,24571,25670,26771
2663,NOV,2873,6345,5076,6967,8069,9171,10271,11373,12474,13576,14677,15779,16880,17983,19084,20183,21285,22388,23489,24592,25692,26794
2664,DEC,2875,6350,5080,6973,8075,9178,10280,11383,12485,13588,14689,15792,16895,17998,19100,20200,21303,22407,23509,24612,25714,26816
2665,JAN,2878,6355,5084,6979,8082,9186,10288,11392,12495,13599,14702,15806,16909,18013,19116,20217,21321,22426,23529,24633,25735,26839
2666,FEB,2880,6360,5088,6984,8089,9194,10297,11402,12506,13611,14714,15819,16923,18028,19132,20234,21339,22445,23548,24654,25757,26862
2667,MAR,2882,6366,5092,6990,8096,9201,10305,11411,12516,13622,14726,15832,16937,18043,19148,20252,21357,22464,23568,24675,25779,26884
2668,APR,2884,6371,5096,6996,8102,9209,10314,11421,12526,13633,14739,15845,16951,18058,19164,20269,21375,22482,23588,24696,25801,26907
2669,MAY,2887,6376,5101,7002,8109,9217,10322,11430,12537,13645,14751,15859,16966,18074,19180,20286,21393,22501,23608,24716,25822,26930
2670,JUN,2889,6382,5105,7007,8116,9224,10331,11440,12547,13656,14763,15872,16980,18089,19196,20303,21411,22520,23628,24737,25844,26953
2671,JUL,2891,6387,5109,7013,8122,9232,10340,11449,12558,13668,14776,15885,16994,18104,19212,20320,21429,22539,23648,24758,25866,26975
2672,AUG,2893,6392,5113,7019,8129,9239,10348,11459,12568,13679,14788,15899,17008,18119,19228,20337,21447,22558,23668,24779,25888,26998
2673,SEP,2895,6397,5117,7025,8136,9247,10357,11468,12579,13690,14800,15912,17023,18134,19245,20354,21465,22577,23687,24800,25909,27021
2674,OCT,2898,6403,5121,7030,8142,9255,10365,11478,12589,13702,14813,15925,17037,18149,19261,20371,21483,22596,23707,24820,25931,27043
2675,NOV,2900,6408,5125,7036,8149,9262,10374,11487,12600,13713,14825,15938,17051,18165,19277,20388,21501,22615,23727,24841,25953,27066
2676,DEC,2902,6413,5129,7042,8156,9270,10382,11497,12610,13724,14837,15952,17065,18180,19293,20405,21519,22634,23747,24862,25975,27089
2677,JAN,2904,6418,5133,7048,8162,9278,10391,11506,12621,13736,14850,15965,17079,18195,19309,20422,21537,22653,23767,24883,25996,27111
2678,FEB,2907,6424,5138,7053,8169,9285,10400,11516,12631,13747,14862,15978,17094,18210,19325,20439,21555,22672,23787,24904,26018,27134
2679,MAR,2909,6429,5142,7059,8176,9293,10408,11525,12641,13759,14874,15991,17108,18225,19341,20456,21573,22691,23807,24924,26040,27157
2680,APR,2911,6434,5146,7065,8182,9300,10417,11535,12652,13770,14887,16005,17122,18240,19357,20473,21591,22709,23826,24945,26062,27179
2681,MAY,2913,6440,5150,7071,8189,9308,10425,11544,12662,13781,14899,16018,17136,18255,19373,20490,21609,22728,23846,24966,26083,27202
2682,JUN,2915,6445,5154,7076,8196,9316,10434,11554,12673,13793,14911,16031,17150,18271,19389,20507,21627,22747,23866,24987,26105,27225
2683,JUL,2918,6450,5158,7082,8203,9323,10442,11563,12683,13804,14924,16045,17165,18286,19406,20524,21645,22766,23886,25008,26127,27247
2684,AUG,2920,6455,5162,7088,8209,9331,10451,11573,12694,13816,14936,16058,17179,18301,19422,20541,21663,22785,23906,25028,26149,27270
2685,SEP,2922,6461,5166,7094,8216,9339,10460,11582,12704,13827,14948,16071,17193,18316,19438,20558,21681,22804,23926,25049,26170,27293
2686,OCT,2924,6466,5170,7099,8223,9346,10468,11592,12715,13838,14961,16084,17207,18331,19454,20575,21699,22823,23946,25070,26192,27315
2687,NOV,2927,6471,5174,7105,8229,9354,10477,11601,12725,13850,14973,16098,17222,18346,19470,20592,21717,22842,23965,25091,26214,27338
2688,DEC,2929,6477,5179,7111,8236,9362,10485,11611,12736,13861,14985,16111,17236,18362,19486,20609,21735,22861,23985,25112,26235,27361
2689,JAN,2931,6482,5183,7117,8243,9369,10494,11620,12746,13873,14998,16124,17250,18377,19502,20626,21753,22880,24005,25132,26257,27383
2690,FEB,2933,6487,5187,7122,8249,9377,10502,11630,12756,13884,15010,16137,17264,18392,19518,20643,21771,22899,24025,25153,26279,27406
2691,MAR,2935,6492,5191,7128,8256,9384,10511,11639,12767,13895,15022,16151,17278,18407,19534,20660,21789,22918,24045,25174,26301,27429
2692,APR,2938,6498,5195,7134,8263,9392,10520,11649,12777,13907,15035,16164,17293,18422,19550,20677,21807,22936,24065,25195,26322,27452
2693,MAY,2940,6503,5199,7140,8269,9400,10528,11659,12788,13918,15047,16177,17307,18437,19566,20694,21825,22955,24085,25216,26344,27474
2694,JUN,2942,6508,5203,7145,8276,9407,10537,11668,12798,13930,15059,16191,17321,18453,19583,20711,21842,22974,24104,25236,26366,27497
2695,JUL,2944,6514,5207,7151,8283,9415,10545,11678,12809,13941,15072,16204,17335,18468,19599,20729,21860,22993,24124,25257,26388,27520
2696,AUG,2947,6519,5211,7157,8290,9423,10554,11687,12819,13952,15084,16217,17349,18483,19615,20746,21878,23012,24144,25278,26409,27542
2697,SEP,2949,6524,5216,7163,8296,9430,10562,11697,12830,13964,15096,16230,17364,18498,19631,20763,21896,23031,24164,25299,26431,27565
2698,OCT,2951,6529,5220,7168,8303,9438,10571,11706,12840,13975,15109,16244,17378,18513,19647,20780,21914,23050,24184,25320,26453,27588
2699,NOV,2953,6535,5224,7174,8310,9445,10580,11716,12851,13987,15121,16257,17392,18528,19663,20797,21932,23069,24204,25340,26475,27610
2700,DEC,2955,6540,5228,7180,8316,9453,10588,11725,12861,13998,15133,16270,17406,18543,19679,20814,21950,23088,24224,25361,26496,27633
2701,JAN,2958,6545,5232,7186,8323,9461,10597,11735,12871,14009,15146,16284,17421,18559,19695,20831,21968,23107,24243,25382,26518,27656
2702,FEB,2960,6550,5236,7191,8330,9468,10605,11744,12882,14021,15158,16297,17435,18574,19711,20848,21986,23126,24263,25403,26540,27678
2703,MAR,2962,6556,5240,7197,8336,9476,10614,11754,12892,14032,15170,16310,17449,18589,19727,20865,22004,23145,24283,25424,26562,27701
2704,APR,2964,6561,5244,7203,8343,9484,10622,11763,12903,14044,15183,16323,17463,18604,19744,20882,22022,23164,24303,25444,26583,27724
2705,MAY,2967,6566,5248,7209,8350,9491,10631,11773,12913,14055,15195,16337,17477,18619,19760,20899,22040,23182,24323,25465,26605,27746
2706,JUN,2969,6572,5252,7214,8356,9499,10640,11782,12924,14066,15207,16350,17492,18634,19776,20916,22058,23201,24343,25486,26627,27769
2707,JUL,2971,6577,5257,7220,8363,9507,10648,11792,12934,14078,15220,16363,17506,18650,19792,20933,22076,23220,24363,25507,26649,27792
2708,AUG,2973,6582,5261,7226,8370,9514,10657,11801,12945,14089,15232,16376,17520,18665,19808,20950,22094,23239,24382,25528,26670,27814
2709,SEP,2975,6587,5265,7232,8377,9522,10665,11811,12955,14101,15244,16390,17534,18680,19824,20967,22112,23258,24402,25548,26692,27837
2710,OCT,2978,6593,5269,7237,8383,9529,10674,11820,12965,14112,15257,16403,17548,18695,19840,20984,22130,23277,24422,25569,26714,27860
2711,NOV,2980,6598,5273,7243,8390,9537,10682,11830,12976,14123,15269,16416,17563,18710,19856,21001,22148,23296,24442,25590,26735,27882
2712,DEC,2982,6603,5277,7249,8397,9545,10691,11839,12986,14135,15281,16430,17577,18725,19872,21018,22166,23315,24462,25611,26757,27905
2713,JAN,2984,6609,5281,7255,8403,9552,10700,11849,12997,14146,15294,16443,17591,18740,19888,21035,22184,23334,24482,25632,26779,27928
2714,FEB,2987,6614,5285,7260,8410,9560,10708,11858,13007,14157,15306,16456,17605,18756,19905,21052,22202,23353,24502,25652,26801,27950
2715,MAR,2989,6619,5289,7266,8417,9568,10717,11868,13018,14169,15318,16469,17620,18771,19921,21069,22220,23372,24521,25673,26822,27973
2716,APR,2991,6624,5294,7272,8423,9575,10725,11877,13028,14180,15331,16483,17634,18786,19937,21086,22238,23391,24541,25694,26844,27996
2717,MAY,2993,6630,5298,7278,8430,9583,10734,11887,13039,14192,15343,16496,17648,18801,19953,21103,22256,23409,24561,25715,26866,28019
2718,JUN,2996,6635,5302,7283,8437,9590,10742,11896,13049,14203,15355,16509,17662,18816,19969,21120,22274,23428,24581,25736,26888,28041
2719,JUL,2998,6640,5306,7289,8443,9598,10751,11906,13060,14214,15368,16522,17676,18831,19985,21137,22292,23447,24601,25756,26909,28064
2720,AUG,3000,6646,5310,7295,8450,9606,10760,11915,13070,14226,15380,16536,17691,18847,20001,21154,22310,23466,24621,25777,26931,28087
2721,SEP,3002,6651,5314,7301,8457,9613,10768,11925,13080,14237,15392,16549,17705,18862,20017,21171,22328,23485,24641,25798,26953,28109
2722,OCT,3004,6656,5318,7306,8464,9621,10777,11934,13091,14249,15405,16562,17719,18877,20033,21188,22346,23504,24660,25819,26975,28132
2723,NOV,3007,6661,5322,7312,8470,9629,10785,11944,13101,14260,15417,16576,17733,18892,20049,21206,22364,23523,24680,25840,26996,28155
2724,DEC,3009,6667,5326,7318,8477,9636,10794,11953,13112,14271,15429,16589,17748,18907,20065,21223,22382,23542,24700,25860,27018,28177
2725,JAN,3011,6672,5330,7324,8484,9644,10802,11963,13122,14283,15442,16602,17762,18922,20082,21240,22400,23561,24720,25881,27040,28200
2726,FEB,3013,6677,5335,7329,8490,9652,10811,11972,13133,14294,15454,16615,17776,18938,20098,21257,22418,23580,24740,25902,27062,28223
2727,MAR,3016,6682,5339,7335,8497,9659,10820,11982,13143,14306,15466,16629,17790,18953,20114,21274,22436,23599,24760,25923,27083,28245
2728,APR,3018,6688,5343,7341,8504,9667,10828,11991,13154,14317,15479,16642,17804,18968,20130,21291,22454,23618,24780,25944,27105,28268
2729,MAY,3020,6693,5347,7347,8510,9674,10837,12001,13164,14328,15491,16655,17819,18983,20146,21308,22472,23636,24799,25964,27127,28291
2730,JUN,3022,6698,5351,7352,8517,9682,10845,12010,13175,14340,15503,16668,17833,18998,20162,21325,22490,23655,24819,25985,27149,28313
2731,JUL,3024,6704,5355,7358,8524,9690,10854,12020,13185,14351,15516,16682,17847,19013,20178,21342,22508,23674,24839,26006,27170,28336
2732,AUG,3027,6709,5359,7364,8530,9697,10862,12030,13195,14363,15528,16695,17861,19028,20194,21359,22526,23693,24859,26027,27192,28359
2733,SEP,3029,6714,5363,7370,8537,9705,10871,12039,13206,14374,15540,16708,17875,19044,20210,21376,22544,23712,24879,26048,27214,28381
2734,OCT,3031,6719,5367,7375,8544,9713,10880,12049,13216,14385,15553,16722,17890,19059,20226,21393,22562,23731,24899,26069,27235,28404
2735,NOV,3033,6725,5371,7381,8551,9720,10888,12058,13227,14397,15565,16735,17904,19074,20243,21410,22580,23750,24919,26089,27257,28427
2736,DEC,3036,6730,5376,7387,8557,9728,10897,12068,13237,14408,15577,16748,17918,19089,20259,21427,22597,23769,24938,26110,27279,28449
2737,JAN,3038,6735,5380,7393,8564,9735,10905,12077,13248,14420,15590,16761,17932,19104,20275,21444,22615,23788,24958,26131,27301,28472
2738,FEB,3040,6741,5384,7398,8571,9743,10914,12087,13258,14431,15602,16775,17947,19119,20291,21461,22633,23807,24978,26152,27322,28495
2739,MAR,3042,6746,5388,7404,8577,9751,10922,12096,13269,14442,15614,16788,17961,19135,20307,21478,22651,23826,24998,26173,27344,28517
2740,APR,3044,6751,5392,7410,8584,9758,10931,12106,13279,14454,15627,16801,17975,19150,20323,21495,22669,23845,25018,26193,27366,28540
2741,MAY,3047,6756,5396,7416,8591,9766,10940,12115,13290,14465,15639,16815,17989,19165,20339,21512,22687,23863,25038,26214,27388,28563
2742,JUN,3049,6762,5400,7421,8597,9774,10948,12125,13300,14477,15651,16828,18003,19180,20355,21529,22705,23882,25058,26235,27409,28586
2743,JUL,3051,6767,5404,7427,8604,9781,10957,12134,13310,14488,15664,16841,18018,19195,20371,21546,22723,23901,25077,26256,27431,28608
2744,AUG,3053,6772,5408,7433,8611,9789,10965,12144,13321,14499,15676,16854,18032,19210,20387,21563,22741,23920,25097,26277,27453,28631
2745,SEP,3056,6778,5413,7439,8617,9797,10974,12153,13331,14511,15688,16868,18046,19226,20404,21580,22759,23939,25117,26297,27475,28654
2746,OCT,3058,6783,5417,7444,8624,9804,10982,12163,13342,14522,15701,16881,18060,19241,20420,21597,22777,23958,25137,26318,27496,28676
2747,NOV,3060,6788,5421,7450,8631,9812,10991,12172,13352,14533,15713,16894,18074,19256,20436,21614,22795,23977,25157,26339,27518,28699
2748,DEC,3062,6793,5425,7456,8637,9819,11000,12182,13363,14545,15725,16907,18089,19271,20452,21631,22813,23996,25177,26360,27540,28722
2749,JAN,3064,6799,5429,7462,8644,9827,11008,12191,13373,14556,15738,16921,18103,19286,20468,21648,22831,24015,25197,26381,27562,28744
2750,FEB,3067,6804,5433,7467,8651,9835,11017,12201,13384,14568,15750,16934,18117,19301,20484,21665,22849,24034,25217,26401,27583,28767
2751,MAR,3069,6809,5437,7473,8658,9842,11025,12210,13394,14579,15762,16947,18131,19316,20500,21683,22867,24053,25236,26422,27605,28790
2752,APR,3071,6814,5441,7479,8664,9850,11034,12220,13405,14590,15775,16961,18146,19332,20516,21700,22885,24072,25256,26443,27627,28812
2753,MAY,3073,6820,5445,7485,8671,9858,11042,12229,13415,14602,15787,16974,18160,19347,20532,21717,22903,24091,25276,26464,27649,28835
2754,JUN,3076,6825,5449,7490,8678,9865,11051,12239,13425,14613,15799,16987,18174,19362,20548,21734,22921,24109,25296,26485,27670,28858
2755,JUL,3078,6830,5454,7496,8684,9873,11060,12248,13436,14625,15812,17000,18188,19377,20564,21751,22939,24128,25316,26505,27692,28880
2756,AUG,3080,6836,5458,7502,8691,9881,11068,12258,13446,14636,15824,17014,18202,19392,20581,21768,22957,24147,25336,26526,27714,28903
2757,SEP,3082,6841,5462,7508,8698,9888,11077,12267,13457,14647,15836,17027,18217,19407,20597,21785,22975,24166,25356,26547,27736,28926
2758,OCT,3084,6846,5466,7513,8704,9896,11085,12277,13467,14659,15849,17040,18231,19423,20613,21802,22993,24185,25375,26568,27757,28948
2759,NOV,3087,6851,5470,7519,8711,9903,11094,12286,13478,14670,15861,17053,18245,19438,20629,21819,23011,24204,25395,26589,27779,28971
2760,DEC,3089,6857,5474,7525,8718,9911,11102,12296,13488,14682,15873,17067,18259,19453,20645,21836,23029,24223,25415,26609,27801,28994
2761,JAN,3091,6862,5478,7531,8724,9919,11111,12305,13499,14693,15886,17080,18273,19468,20661,21853,23047,24242,25435,26630,27822,29016
2762,FEB,3093,6867,5482,7536,8731,9926,11120,12315,13509,14704,15898,17093,18288,19483,20677,21870,23065,24261,25455,26651,27844,29039
2763,MAR,3096,6873,5486,7542,8738,9934,11128,12324,13519,14716,15910,17107,18302,19498,20693,21887,23083,24280,25475,26672,27866,29062
2764,APR,3098,6878,5491,7548,8745,9942,11137,12334,13530,14727,15923,17120,18316,19513,20709,21904,23101,24299,25495,26693,27888,29085
2765,MAY,3100,6883,5495,7554,8751,9949,11145,12343,13540,14739,15935,17133,18330,19529,20725,21921,23119,24318,25514,26713,27909,29107
